query,dish_name
vegetarian main course,sattu ki roti
sattu main course,sattu ki roti
atta spicy,sattu ki roti
sattu ki,sattu ki roti
teekha main course,sattu ki roti
atta teekha,sattu ki roti
bihar teekha,sattu ki roti
vegetarian dish,sattu ki roti
bihar dish,sattu ki roti
sattu teekha,sattu ki roti
punjab dish,shahi paneer
cottage cheese teekha,shahi paneer
cottage cheese main course,shahi paneer
punjab spicy,shahi paneer
malai teekha,shahi paneer
shahi paneer,shahi paneer
spicy main course,shahi paneer
shakahari main course,shahi paneer
malai main course,shahi paneer
shakahari dish,shahi paneer
vegetarian main course,shahi paneer
malai spicy,shahi paneer
cottage cheese spicy,shahi paneer
teekha main course,shahi paneer
shahi paneer main course,shahi paneer
vegetarian dish,shahi paneer
punjab teekha,shahi paneer
rose water sweet,shahi tukra
milk meetha,shahi tukra
shakahari meetha,shahi tukra
telangana dish,shahi tukra
telangana meetha,shahi tukra
rose water dessert,shahi tukra
milk sweet,shahi tukra
sweet dessert,shahi tukra
shahi tukra,shahi tukra
shahi tukra dessert,shahi tukra
shakahari dish,shahi tukra
milk dessert,shahi tukra
vegetarian dessert,shahi tukra
rose water meetha,shahi tukra
meetha meetha,shahi tukra
vegetarian dish,shahi tukra
shahi tukra meetha,shahi tukra
telangana sweet,shahi tukra
punjab dish,vegetable jalfrezi
vegetable jalfrezi main course,vegetable jalfrezi
french beans spicy,vegetable jalfrezi
punjab spicy,vegetable jalfrezi
vegetable jalfrezi,vegetable jalfrezi
french beans teekha,vegetable jalfrezi
baby corn teekha,vegetable jalfrezi
spicy main course,vegetable jalfrezi
shakahari main course,vegetable jalfrezi
shakahari dish,vegetable jalfrezi
baby corn main course,vegetable jalfrezi
vegetarian main course,vegetable jalfrezi
french beans main course,vegetable jalfrezi
teekha main course,vegetable jalfrezi
vegetarian dish,vegetable jalfrezi
punjab teekha,vegetable jalfrezi
baby corn spicy,vegetable jalfrezi
tandoori chicken,tandoori chicken
punjab dish,tandoori chicken
non shakahari main course,tandoori chicken
greek yogurt main course,tandoori chicken
punjab spicy,tandoori chicken
greek yogurt teekha,tandoori chicken
spicy main course,tandoori chicken
teekha main course,tandoori chicken
garam masala main course,tandoori chicken
greek yogurt spicy,tandoori chicken
tandoori chicken main course,tandoori chicken
non vegetarian main course,tandoori chicken
garam masala spicy,tandoori chicken
punjab teekha,tandoori chicken
non shakahari dish,tandoori chicken
garam masala teekha,tandoori chicken
non vegetarian dish,tandoori chicken
spicy starter,tandoori fish tikka
chickpea flour starter,tandoori fish tikka
punjab dish,tandoori fish tikka
biryani masala powder spicy,tandoori fish tikka
punjab spicy,tandoori fish tikka
tandoori fish tikka,tandoori fish tikka
non vegetarian starter,tandoori fish tikka
non shakahari starter,tandoori fish tikka
biryani masala powder starter,tandoori fish tikka
non shakahari dish,tandoori fish tikka
biryani masala powder teekha,tandoori fish tikka
chickpea flour teekha,tandoori fish tikka
chickpea flour spicy,tandoori fish tikka
punjab teekha,tandoori fish tikka
teekha starter,tandoori fish tikka
tandoori fish,tandoori fish tikka
non vegetarian dish,tandoori fish tikka
tandoori fish tikka starter,tandoori fish tikka
arhar dal teekha,attu
arhar dal spicy,attu
arhar dal snack,attu
andhra pradesh dish,attu
attu,attu
shakahari dish,attu
whole wheat flour snack,attu
whole wheat flour teekha,attu
andhra pradesh teekha,attu
vegetarian snack,attu
andhra pradesh spicy,attu
whole wheat flour spicy,attu
shakahari snack,attu
teekha snack,attu
vegetarian dish,attu
spicy snack,attu
attu snack,attu
elephant foot yam spicy,avial
kerala dish,avial
elephant foot yam teekha,avial
avial main course,avial
raw banana spicy,avial
kerala teekha,avial
spicy main course,avial
shakahari main course,avial
shakahari dish,avial
vegetarian main course,avial
raw banana teekha,avial
avial,avial
raw banana main course,avial
elephant foot yam main course,avial
kerala spicy,avial
teekha main course,avial
vegetarian dish,avial
bisi bele,bisi bele bath
bisi bele bath main course,bisi bele bath
chana dal spicy,bisi bele bath
spicy main course,bisi bele bath
karnataka spicy,bisi bele bath
split pigeon peas spicy,bisi bele bath
chana dal teekha,bisi bele bath
karnataka teekha,bisi bele bath
vegetarian main course,bisi bele bath
karnataka dish,bisi bele bath
bisi bele bath,bisi bele bath
teekha main course,bisi bele bath
split pigeon peas teekha,bisi bele bath
shakahari main course,bisi bele bath
shakahari dish,bisi bele bath
chana dal main course,bisi bele bath
split pigeon peas main course,bisi bele bath
vegetarian dish,bisi bele bath
currivepillai sadam,currivepillai sadam
chana dal spicy,currivepillai sadam
tamil nadu teekha,currivepillai sadam
urad dal spicy,currivepillai sadam
spicy main course,currivepillai sadam
urad dal main course,currivepillai sadam
chana dal teekha,currivepillai sadam
shakahari main course,currivepillai sadam
urad dal teekha,currivepillai sadam
vegetarian main course,currivepillai sadam
teekha main course,currivepillai sadam
tamil nadu dish,currivepillai sadam
currivepillai sadam main course,currivepillai sadam
shakahari dish,currivepillai sadam
chana dal main course,currivepillai sadam
tamil nadu spicy,currivepillai sadam
vegetarian dish,currivepillai sadam
chana dal spicy,dosa
urad dal spicy,dosa
unknown spicy,dosa
chana dal teekha,dosa
shakahari snack,dosa
dosa,dosa
urad dal teekha,dosa
shakahari dish,dosa
urad dal snack,dosa
chana dal snack,dosa
vegetarian snack,dosa
unknown dish,dosa
unknown teekha,dosa
teekha snack,dosa
vegetarian dish,dosa
spicy snack,dosa
dosa snack,dosa
tamil nadu teekha,idiappam
idiappam snack,idiappam
rice flour spicy,idiappam
hot water spicy,idiappam
rice flour teekha,idiappam
hot water teekha,idiappam
teekha snack,idiappam
shakahari dish,idiappam
idiappam,idiappam
hot water snack,idiappam
rice flour snack,idiappam
tamil nadu dish,idiappam
vegetarian snack,idiappam
shakahari snack,idiappam
tamil nadu spicy,idiappam
vegetarian dish,idiappam
spicy snack,idiappam
idli,idli
spicy snack,idli
urad dal spicy,idli
unknown spicy,idli
idli snack,idli
split urad dal teekha,idli
shakahari snack,idli
urad dal teekha,idli
shakahari dish,idli
urad dal snack,idli
vegetarian snack,idli
unknown dish,idli
unknown teekha,idli
split urad dal snack,idli
teekha snack,idli
vegetarian dish,idli
split urad dal spicy,idli
kerala dish,kanji
yellow mustard snack,kanji
kerala unknown,kanji
carrot unknown,kanji
kanji,kanji
yellow mustard unknown,kanji
shakahari dish,kanji
unknown snack,kanji
carrot snack,kanji
vegetarian snack,kanji
shakahari snack,kanji
vegetarian dish,kanji
kanji snack,kanji
tamil nadu teekha,kaara kozhambu
sesame oil main course,kaara kozhambu
spicy main course,kaara kozhambu
shakahari main course,kaara kozhambu
kaara kozhambu main course,kaara kozhambu
kaara kozhambu,kaara kozhambu
sesame oil spicy,kaara kozhambu
drumstick main course,kaara kozhambu
vegetarian main course,kaara kozhambu
drumstick spicy,kaara kozhambu
tamil nadu dish,kaara kozhambu
teekha main course,kaara kozhambu
shakahari dish,kaara kozhambu
tamil nadu spicy,kaara kozhambu
vegetarian dish,kaara kozhambu
drumstick teekha,kaara kozhambu
sesame oil teekha,kaara kozhambu
chana dal spicy,keerai kootu
tamil nadu teekha,keerai kootu
moong dal spicy,keerai kootu
spicy main course,keerai kootu
chana dal teekha,keerai kootu
moong dal teekha,keerai kootu
shakahari main course,keerai kootu
shakahari dish,keerai kootu
keerai kootu,keerai kootu
vegetarian main course,keerai kootu
tamil nadu dish,keerai kootu
teekha main course,keerai kootu
moong dal main course,keerai kootu
chana dal main course,keerai kootu
tamil nadu spicy,keerai kootu
vegetarian dish,keerai kootu
keerai kootu main course,keerai kootu
curry leaves spicy,keerai masiyal
keerai masiyal main course,keerai masiyal
tamil nadu teekha,keerai masiyal
urad dal spicy,keerai masiyal
spicy main course,keerai masiyal
urad dal main course,keerai masiyal
shakahari main course,keerai masiyal
shakahari dish,keerai masiyal
urad dal teekha,keerai masiyal
vegetarian main course,keerai masiyal
teekha main course,keerai masiyal
curry leaves main course,keerai masiyal
keerai masiyal,keerai masiyal
tamil nadu dish,keerai masiyal
curry leaves teekha,keerai masiyal
tamil nadu spicy,keerai masiyal
vegetarian dish,keerai masiyal
tomato teekha,keerai sadam
tamil nadu teekha,keerai sadam
greens teekha,keerai sadam
keerai sadam main course,keerai sadam
spicy main course,keerai sadam
shakahari main course,keerai sadam
shakahari dish,keerai sadam
vegetarian main course,keerai sadam
keerai sadam,keerai sadam
greens spicy,keerai sadam
tamil nadu dish,keerai sadam
teekha main course,keerai sadam
greens main course,keerai sadam
tamil nadu spicy,keerai sadam
vegetarian dish,keerai sadam
tomato spicy,keerai sadam
tomato main course,keerai sadam
amaranth leaves main course,keerai poriyal
tamil nadu teekha,keerai poriyal
spicy main course,keerai poriyal
shakahari main course,keerai poriyal
keerai poriyal,keerai poriyal
shakahari dish,keerai poriyal
split urad dal teekha,keerai poriyal
vegetarian main course,keerai poriyal
teekha main course,keerai poriyal
tamil nadu dish,keerai poriyal
keerai poriyal main course,keerai poriyal
split urad dal main course,keerai poriyal
amaranth leaves spicy,keerai poriyal
tamil nadu spicy,keerai poriyal
vegetarian dish,keerai poriyal
split urad dal spicy,keerai poriyal
amaranth leaves teekha,keerai poriyal
beef fry main course,beef fry
kerala dish,beef fry
beef teekha,beef fry
beef spicy,beef fry
non shakahari main course,beef fry
kerala teekha,beef fry
spicy main course,beef fry
beef fry,beef fry
coconut spicy,beef fry
teekha main course,beef fry
coconut main course,beef fry
non shakahari dish,beef fry
non vegetarian main course,beef fry
kerala spicy,beef fry
beef main course,beef fry
coconut teekha,beef fry
non vegetarian dish,beef fry
kootu main course,kootu
chana dal spicy,kootu
tamil nadu teekha,kootu
urad dal spicy,kootu
spicy main course,kootu
urad dal main course,kootu
chana dal teekha,kootu
shakahari main course,kootu
kootu,kootu
vegetarian main course,kootu
urad dal teekha,kootu
tamil nadu dish,kootu
teekha main course,kootu
shakahari dish,kootu
chana dal main course,kootu
tamil nadu spicy,kootu
vegetarian dish,kootu
kos kootu,kos kootu
chana dal spicy,kos kootu
tamil nadu teekha,kos kootu
moong dal spicy,kos kootu
spicy main course,kos kootu
chana dal teekha,kos kootu
moong dal teekha,kos kootu
shakahari main course,kos kootu
shakahari dish,kos kootu
vegetarian main course,kos kootu
kos kootu main course,kos kootu
tamil nadu dish,kos kootu
teekha main course,kos kootu
moong dal main course,kos kootu
chana dal main course,kos kootu
tamil nadu spicy,kos kootu
vegetarian dish,kos kootu
cucumber main course,koshambri
cucumber teekha,koshambri
moong dal spicy,koshambri
koshambri,koshambri
spicy main course,koshambri
karnataka spicy,koshambri
moong dal teekha,koshambri
karnataka teekha,koshambri
shakahari main course,koshambri
vegetarian main course,koshambri
karnataka dish,koshambri
teekha main course,koshambri
koshambri main course,koshambri
shakahari dish,koshambri
moong dal main course,koshambri
cucumber spicy,koshambri
vegetarian dish,koshambri
chana dal spicy,kothamali sadam
tamil nadu teekha,kothamali sadam
urad dal spicy,kothamali sadam
kothamali sadam,kothamali sadam
spicy main course,kothamali sadam
urad dal main course,kothamali sadam
chana dal teekha,kothamali sadam
shakahari main course,kothamali sadam
urad dal teekha,kothamali sadam
kothamali sadam main course,kothamali sadam
vegetarian main course,kothamali sadam
tamil nadu dish,kothamali sadam
teekha main course,kothamali sadam
shakahari dish,kothamali sadam
chana dal main course,kothamali sadam
tamil nadu spicy,kothamali sadam
vegetarian dish,kothamali sadam
kuzhakkattai main course,kuzhakkattai
raw rice teekha,kuzhakkattai
sesame oil main course,kuzhakkattai
tamil nadu teekha,kuzhakkattai
raw rice spicy,kuzhakkattai
spicy main course,kuzhakkattai
shakahari main course,kuzhakkattai
shakahari dish,kuzhakkattai
kuzhakkattai,kuzhakkattai
sesame oil spicy,kuzhakkattai
vegetarian main course,kuzhakkattai
tamil nadu dish,kuzhakkattai
teekha main course,kuzhakkattai
raw rice main course,kuzhakkattai
tamil nadu spicy,kuzhakkattai
vegetarian dish,kuzhakkattai
sesame oil teekha,kuzhakkattai
pearl onions spicy,kuzhambu
tamil nadu teekha,kuzhambu
urad dal spicy,kuzhambu
kuzhambu,kuzhambu
spicy main course,kuzhambu
urad dal main course,kuzhambu
shakahari main course,kuzhambu
shakahari dish,kuzhambu
kuzhambu main course,kuzhambu
vegetarian main course,kuzhambu
urad dal teekha,kuzhambu
tamil nadu dish,kuzhambu
teekha main course,kuzhambu
pearl onions teekha,kuzhambu
tamil nadu spicy,kuzhambu
vegetarian dish,kuzhambu
pearl onions main course,kuzhambu
chana dal spicy,masala dosa
masala dosa,masala dosa
urad dal spicy,masala dosa
unknown spicy,masala dosa
chana dal teekha,masala dosa
shakahari snack,masala dosa
urad dal teekha,masala dosa
shakahari dish,masala dosa
masala dosa snack,masala dosa
urad dal snack,masala dosa
chana dal snack,masala dosa
vegetarian snack,masala dosa
unknown dish,masala dosa
unknown teekha,masala dosa
teekha snack,masala dosa
vegetarian dish,masala dosa
spicy snack,masala dosa
cucumber main course,pachadi
pachadi,pachadi
unknown main course,pachadi
coconut oil unknown,pachadi
coconut oil main course,pachadi
cucumber unknown,pachadi
shakahari main course,pachadi
shakahari dish,pachadi
vegetarian main course,pachadi
unknown unknown,pachadi
unknown dish,pachadi
vegetarian dish,pachadi
pachadi main course,pachadi
ginger main course,paniyaram
tamil nadu unknown,paniyaram
unknown main course,paniyaram
yogurt main course,paniyaram
yogurt unknown,paniyaram
paniyaram main course,paniyaram
shakahari main course,paniyaram
shakahari dish,paniyaram
vegetarian main course,paniyaram
tamil nadu dish,paniyaram
paniyaram,paniyaram
ginger unknown,paniyaram
vegetarian dish,paniyaram
kerala dish,papadum
black pepper snack,papadum
papadum snack,papadum
kerala teekha,papadum
lentils teekha,papadum
black pepper teekha,papadum
shakahari dish,papadum
papadum,papadum
lentils spicy,papadum
kerala spicy,papadum
vegetarian snack,papadum
lentils snack,papadum
shakahari snack,papadum
teekha snack,papadum
black pepper spicy,papadum
vegetarian dish,papadum
spicy snack,papadum
kerala dish,paravannam
jaggery main course,paravannam
jaggery spicy,paravannam
paravannam main course,paravannam
raw rice teekha,paravannam
kerala teekha,paravannam
raw rice spicy,paravannam
spicy main course,paravannam
shakahari main course,paravannam
shakahari dish,paravannam
vegetarian main course,paravannam
teekha main course,paravannam
kerala spicy,paravannam
jaggery teekha,paravannam
raw rice main course,paravannam
vegetarian dish,paravannam
paravannam,paravannam
meetha meetha,payasam
rice sweet,payasam
shakahari meetha,payasam
unknown meetha,payasam
payasam meetha,payasam
sweet dessert,payasam
rice meetha,payasam
shakahari dish,payasam
cashew nuts meetha,payasam
cashew nuts sweet,payasam
payasam dessert,payasam
rice dessert,payasam
vegetarian dessert,payasam
payasam,payasam
unknown sweet,payasam
vegetarian dish,payasam
cashew nuts dessert,payasam
unknown dish,payasam
tamil nadu unknown,paruppu sadam
unknown main course,paruppu sadam
arhar dal unknown,paruppu sadam
shakahari main course,paruppu sadam
shakahari dish,paruppu sadam
sambar powder main course,paruppu sadam
vegetarian main course,paruppu sadam
tamil nadu dish,paruppu sadam
paruppu sadam,paruppu sadam
sambar powder unknown,paruppu sadam
paruppu sadam main course,paruppu sadam
vegetarian dish,paruppu sadam
arhar dal main course,paruppu sadam
rice flour spicy,pesarattu
rice flour teekha,pesarattu
andhra pradesh dish,pesarattu
shakahari dish,pesarattu
pesarattu,pesarattu
rice flour snack,pesarattu
andhra pradesh teekha,pesarattu
vegetarian snack,pesarattu
green moong beans snack,pesarattu
andhra pradesh spicy,pesarattu
shakahari snack,pesarattu
teekha snack,pesarattu
green moong beans spicy,pesarattu
vegetarian dish,pesarattu
spicy snack,pesarattu
green moong beans teekha,pesarattu
pesarattu snack,pesarattu
poriyal main course,poriyal
chana dal spicy,poriyal
tamil nadu teekha,poriyal
urad dal spicy,poriyal
spicy main course,poriyal
urad dal main course,poriyal
chana dal teekha,poriyal
shakahari main course,poriyal
poriyal,poriyal
vegetarian main course,poriyal
urad dal teekha,poriyal
tamil nadu dish,poriyal
teekha main course,poriyal
shakahari dish,poriyal
chana dal main course,poriyal
tamil nadu spicy,poriyal
vegetarian dish,poriyal
tamil nadu unknown,puli sadam
unknown main course,puli sadam
puli sadam,puli sadam
urad dal main course,puli sadam
shakahari main course,puli sadam
lemon unknown,puli sadam
shakahari dish,puli sadam
vegetarian main course,puli sadam
urad dal unknown,puli sadam
puli sadam main course,puli sadam
tamil nadu dish,puli sadam
lemon main course,puli sadam
vegetarian dish,puli sadam
curry leaves spicy,rasam
tomato teekha,rasam
unknown spicy,rasam
rasam,rasam
spicy main course,rasam
shakahari main course,rasam
shakahari dish,rasam
vegetarian main course,rasam
teekha main course,rasam
curry leaves main course,rasam
unknown teekha,rasam
unknown dish,rasam
curry leaves teekha,rasam
rasam main course,rasam
vegetarian dish,rasam
tomato spicy,rasam
tomato main course,rasam
kerala dish,puttu
brown rice flour unknown,puttu
unknown main course,puttu
puttu,puttu
puttu main course,puttu
kerala unknown,puttu
sugar main course,puttu
shakahari main course,puttu
shakahari dish,puttu
vegetarian main course,puttu
sugar unknown,puttu
brown rice flour main course,puttu
vegetarian dish,puttu
eggplant main course,sambar
eggplant teekha,sambar
pigeon peas main course,sambar
unknown spicy,sambar
eggplant spicy,sambar
spicy main course,sambar
pigeon peas spicy,sambar
shakahari main course,sambar
shakahari dish,sambar
vegetarian main course,sambar
teekha main course,sambar
unknown teekha,sambar
unknown dish,sambar
sambar,sambar
pigeon peas teekha,sambar
sambar main course,sambar
vegetarian dish,sambar
karnataka unknown,sandige
thin rice flakes main course,sandige
unknown main course,sandige
shakahari main course,sandige
shakahari dish,sandige
sandige main course,sandige
thin rice flakes unknown,sandige
black sesame seeds unknown,sandige
vegetarian main course,sandige
karnataka dish,sandige
sandige,sandige
black sesame seeds main course,sandige
vegetarian dish,sandige
sevai unknown,sevai
unknown main course,sevai
shakahari main course,sevai
shakahari dish,sevai
vegetarian main course,sevai
unknown unknown,sevai
unknown dish,sevai
parboiled rice main course,sevai
sevai,sevai
vegetarian dish,sevai
parboiled rice unknown,sevai
sevai main course,sevai
curd main course,thayir sadam
tamil nadu unknown,thayir sadam
unknown main course,thayir sadam
thayir sadam,thayir sadam
urad dal main course,thayir sadam
thayir sadam main course,thayir sadam
shakahari main course,thayir sadam
shakahari dish,thayir sadam
vegetarian main course,thayir sadam
urad dal unknown,thayir sadam
tamil nadu dish,thayir sadam
curd unknown,thayir sadam
vegetarian dish,thayir sadam
kerala dish,theeyal
whole red beans unknown,theeyal
unknown main course,theeyal
kerala unknown,theeyal
shakahari main course,theeyal
coconut unknown,theeyal
shakahari dish,theeyal
whole red beans main course,theeyal
theeyal,theeyal
coconut main course,theeyal
vegetarian main course,theeyal
theeyal main course,theeyal
vegetarian dish,theeyal
chana dal spicy,uttapam
urad dal spicy,uttapam
unknown spicy,uttapam
teekha snack,uttapam
chana dal teekha,uttapam
shakahari snack,uttapam
urad dal teekha,uttapam
shakahari dish,uttapam
uttapam snack,uttapam
urad dal snack,uttapam
chana dal snack,uttapam
uttapam,uttapam
vegetarian snack,uttapam
unknown dish,uttapam
unknown teekha,uttapam
vegetarian dish,uttapam
spicy snack,uttapam
ginger teekha,vada
vada,vada
urad dal spicy,vada
unknown spicy,vada
shakahari snack,vada
urad dal teekha,vada
ginger spicy,vada
vada snack,vada
shakahari dish,vada
urad dal snack,vada
vegetarian snack,vada
unknown dish,vada
ginger snack,vada
unknown teekha,vada
teekha snack,vada
vegetarian dish,vada
spicy snack,vada
meat curry powder main course,chicken varuval
tamil nadu teekha,chicken varuval
non shakahari main course,chicken varuval
chicken chunks teekha,chicken varuval
meat curry powder teekha,chicken varuval
chicken chunks main course,chicken varuval
spicy main course,chicken varuval
teekha main course,chicken varuval
non shakahari dish,chicken varuval
tamil nadu dish,chicken varuval
non vegetarian main course,chicken varuval
chicken varuval,chicken varuval
chicken chunks spicy,chicken varuval
tamil nadu spicy,chicken varuval
chicken varuval main course,chicken varuval
non vegetarian dish,chicken varuval
meat curry powder spicy,chicken varuval
chana dal spicy,upma
urad dal spicy,upma
upma,upma
unknown spicy,upma
upma snack,upma
chana dal teekha,upma
shakahari snack,upma
urad dal teekha,upma
shakahari dish,upma
urad dal snack,upma
chana dal snack,upma
vegetarian snack,upma
unknown dish,upma
unknown teekha,upma
teekha snack,upma
vegetarian dish,upma
spicy snack,upma
maharashtra teekha,amti
kala masala main course,amti
maharashtra spicy,amti
arhar dal spicy,amti
kala masala spicy,amti
arhar dal teekha,amti
amti main course,amti
spicy main course,amti
shakahari main course,amti
shakahari dish,amti
vegetarian main course,amti
teekha main course,amti
maharashtra dish,amti
amti,amti
vegetarian dish,amti
kala masala teekha,amti
arhar dal main course,amti
mustard spicy,zunka
mustard main course,zunka
gram flour main course,zunka
maharashtra teekha,zunka
maharashtra spicy,zunka
gram flour teekha,zunka
spicy main course,zunka
zunka,zunka
shakahari main course,zunka
shakahari dish,zunka
vegetarian main course,zunka
teekha main course,zunka
maharashtra dish,zunka
zunka main course,zunka
gram flour spicy,zunka
mustard teekha,zunka
vegetarian dish,zunka
baingan spicy,kolim jawla
fish main course,kolim jawla
maharashtra teekha,kolim jawla
maharashtra spicy,kolim jawla
non shakahari main course,kolim jawla
kolim jawla main course,kolim jawla
baingan main course,kolim jawla
spicy main course,kolim jawla
teekha main course,kolim jawla
fish spicy,kolim jawla
maharashtra dish,kolim jawla
non vegetarian main course,kolim jawla
baingan teekha,kolim jawla
fish teekha,kolim jawla
non shakahari dish,kolim jawla
kolim jawla,kolim jawla
non vegetarian dish,kolim jawla
potatoes spicy,saath
urad dal spicy,saath
gujarat dish,saath
potatoes teekha,saath
spicy main course,saath
urad dal main course,saath
shakahari main course,saath
shakahari dish,saath
urad dal teekha,saath
vegetarian main course,saath
gujarat teekha,saath
saath main course,saath
teekha main course,saath
gujarat spicy,saath
saath,saath
vegetarian dish,saath
potatoes main course,saath
wheat flour main course,bajri no rotlo
wheat flour spicy,bajri no rotlo
pearl millet flour spicy,bajri no rotlo
gujarat dish,bajri no rotlo
bajri no,bajri no rotlo
bajri no rotlo main course,bajri no rotlo
spicy main course,bajri no rotlo
shakahari main course,bajri no rotlo
bajri no rotlo,bajri no rotlo
wheat flour teekha,bajri no rotlo
vegetarian main course,bajri no rotlo
teekha main course,bajri no rotlo
gujarat teekha,bajri no rotlo
shakahari dish,bajri no rotlo
pearl millet flour main course,bajri no rotlo
gujarat spicy,bajri no rotlo
vegetarian dish,bajri no rotlo
pearl millet flour teekha,bajri no rotlo
meetha meetha,coconut vadi
shakahari meetha,coconut vadi
mawa sweet,coconut vadi
mawa meetha,coconut vadi
condensed milk meetha,coconut vadi
coconut vadi meetha,coconut vadi
maharashtra meetha,coconut vadi
sweet dessert,coconut vadi
condensed milk sweet,coconut vadi
coconut vadi,coconut vadi
shakahari dish,coconut vadi
maharashtra dish,coconut vadi
maharashtra sweet,coconut vadi
vegetarian dessert,coconut vadi
mawa dessert,coconut vadi
vegetarian dish,coconut vadi
condensed milk dessert,coconut vadi
coconut vadi dessert,coconut vadi
jowar flour main course,bhakri
bhakri main course,bhakri
unknown main course,bhakri
bhakri,bhakri
sesame seeds main course,bhakri
shakahari main course,bhakri
shakahari dish,bhakri
vegetarian main course,bhakri
maharashtra unknown,bhakri
maharashtra dish,bhakri
vegetarian dish,bhakri
jowar flour unknown,bhakri
sesame seeds unknown,bhakri
maharashtra teekha,bombil fry
bombay duck main course,bombil fry
bombay duck spicy,bombil fry
maharashtra spicy,bombil fry
non shakahari main course,bombil fry
bombay duck teekha,bombil fry
spicy main course,bombil fry
teekha main course,bombil fry
malvani masala spicy,bombil fry
maharashtra dish,bombil fry
non vegetarian main course,bombil fry
malvani masala teekha,bombil fry
non shakahari dish,bombil fry
bombil fry main course,bombil fry
bombil fry,bombil fry
non vegetarian dish,bombil fry
malvani masala main course,bombil fry
maharashtra teekha,chakali
maharashtra spicy,chakali
chakali snack,chakali
rice flour spicy,chakali
rice flour teekha,chakali
teekha snack,chakali
sesame snack,chakali
chakali,chakali
shakahari dish,chakali
maharashtra dish,chakali
rice flour snack,chakali
sesame teekha,chakali
vegetarian snack,chakali
shakahari snack,chakali
sesame spicy,chakali
vegetarian dish,chakali
spicy snack,chakali
citric acid snack,chevdo
spicy snack,chevdo
chevdo,chevdo
fry snack,chevdo
fry teekha,chevdo
gujarat dish,chevdo
teekha snack,chevdo
citric acid teekha,chevdo
shakahari dish,chevdo
gujarat teekha,chevdo
vegetarian snack,chevdo
shakahari snack,chevdo
gujarat spicy,chevdo
fry spicy,chevdo
vegetarian dish,chevdo
citric acid spicy,chevdo
chevdo snack,chevdo
chorafali,chorafali
urad dal spicy,chorafali
gujarat dish,chorafali
bengal gram flour teekha,chorafali
teekha snack,chorafali
shakahari dish,chorafali
urad dal teekha,chorafali
chorafali snack,chorafali
gujarat teekha,chorafali
bengal gram flour spicy,chorafali
urad dal snack,chorafali
bengal gram flour snack,chorafali
vegetarian snack,chorafali
shakahari snack,chorafali
gujarat spicy,chorafali
vegetarian dish,chorafali
spicy snack,chorafali
gujarat unknown,copra paak
unknown main course,copra paak
gujarat dish,copra paak
nestle cream unknown,copra paak
shakahari main course,copra paak
condensed milk main course,copra paak
shakahari dish,copra paak
copra paak,copra paak
vegetarian main course,copra paak
copra paak main course,copra paak
condensed milk unknown,copra paak
nestle cream main course,copra paak
vegetarian dish,copra paak
whole wheat flour main course,daal dhokli
gujarat dish,daal dhokli
dal main course,daal dhokli
spicy main course,daal dhokli
daal dhokli,daal dhokli
shakahari main course,daal dhokli
shakahari dish,daal dhokli
vegetarian main course,daal dhokli
teekha main course,daal dhokli
whole wheat flour teekha,daal dhokli
gujarat teekha,daal dhokli
daal dhokli main course,daal dhokli
whole wheat flour spicy,daal dhokli
dal teekha,daal dhokli
gujarat spicy,daal dhokli
vegetarian dish,daal dhokli
dal spicy,daal dhokli
aloo spicy,kutchi dabeli
aloo teekha,kutchi dabeli
kutchi dabeli,kutchi dabeli
gujarat dish,kutchi dabeli
kutchi dabeli snack,kutchi dabeli
teekha snack,kutchi dabeli
aloo snack,kutchi dabeli
pav spicy,kutchi dabeli
pav snack,kutchi dabeli
gujarat teekha,kutchi dabeli
shakahari dish,kutchi dabeli
vegetarian snack,kutchi dabeli
shakahari snack,kutchi dabeli
gujarat spicy,kutchi dabeli
vegetarian dish,kutchi dabeli
spicy snack,kutchi dabeli
pav teekha,kutchi dabeli
shakahari snack,dahi vada
bhuna chana unknown,dahi vada
shakahari dish,dahi vada
maharashtra unknown,dahi vada
urad dal unknown,dahi vada
maharashtra dish,dahi vada
urad dal snack,dahi vada
unknown snack,dahi vada
bhuna chana snack,dahi vada
vegetarian snack,dahi vada
dahi vada snack,dahi vada
vegetarian dish,dahi vada
dahi vada,dahi vada
unknown main course,dalithoy
arhar dal unknown,dalithoy
coconut oil unknown,dalithoy
dalithoy,dalithoy
coconut oil main course,dalithoy
shakahari main course,dalithoy
shakahari dish,dalithoy
vegetarian main course,dalithoy
maharashtra unknown,dalithoy
maharashtra dish,dalithoy
dalithoy main course,dalithoy
vegetarian dish,dalithoy
arhar dal main course,dalithoy
dhokla snack,dhokla
gujarat dish,dhokla
rava teekha,dhokla
teekha snack,dhokla
coconut spicy,dhokla
shakahari snack,dhokla
rava snack,dhokla
gujarat teekha,dhokla
shakahari dish,dhokla
vegetarian snack,dhokla
coconut snack,dhokla
coconut teekha,dhokla
dhokla,dhokla
gujarat spicy,dhokla
vegetarian dish,dhokla
spicy snack,dhokla
rava spicy,dhokla
green meetha,dudhi halwa
shakahari meetha,dudhi halwa
meetha meetha,dudhi halwa
gujarat dish,dudhi halwa
bottle gourd dessert,dudhi halwa
gujarat sweet,dudhi halwa
bottle gourd meetha,dudhi halwa
sweet dessert,dudhi halwa
dudhi halwa meetha,dudhi halwa
shakahari dish,dudhi halwa
dudhi halwa dessert,dudhi halwa
bottle gourd sweet,dudhi halwa
